name,Country,Gender,Sport,Discipline,Event,Year
Zeljko Rebraca,YUG,Men,Basketball,Basketball,basketball,1996
Yaw Preko,GHA,Men,Football,Football,football,1992
Dusko Pijetlovic,SRB,Men,Aquatics,Water polo,water polo,2008
Cynthia L. Eckert,USA,Women,Rowing,Rowing,coxless four (4-),1992
Richard Anthony Rydze,USA,Men,Aquatics,Diving,10m platform,1972
Luis Navas,CUB,Men,Baseball,Baseball,baseball,2008
Jaroslav Konencny,TCH,Men,Handball,Handball,handball,1972
Rodica Maria Serban,ROU,Women,Rowing,Rowing,eight with coxswain (8+),2008
Nedelcho Kolev,BUL,Men,Weightlifting,Weightlifting,67.5 - 75kg total (middleweight),1980
Se Hong Jang,PRK,Men,Wrestling,Wrestling Free.,- 48kg (light-flyweight),1980
Helen Reeves,GBR,Women,Canoe,Canoe,K-1 (kayak single),2004
Antonio Jimenez sistachs,ESP,Men,Football,Football,football,1992
Tigran Gevorg Martirosyan,ARM,Men,Weightlifting,Weightlifting,69kg,2008
Ileana Gyulai-drimba-jenei,ROU,Women,Fencing,Fencing,foil team,1972
Ognian Nikolov,BUL,Men,Wrestling,Wrestling Free.,- 48kg (light-flyweight),1972
Charalambos Holidis,GRE,Men,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),1984&1988
Vladimir Repiev,URS,Men,Handball,Handball,handball,1980
Vasilij Zbogar,SLO,Men,Sailing,Sailing,single-handed dinghy open (Laser)&Laser - One Person Dinghy,2004&2008
Martina Jentsch,GDR,Women,Gymnastics,Artistic G.,team competition,1988
Josefin Lillhage,SWE,Women,Aquatics,Swimming,4x100m freestyle relay,2000
Hiroshi Yamamoto,JPN,Men,Archery,Archery,individual FITA round&individual (FITA Olympic round - 70m),1984&2004
Bernadette De beus,NED,Women,Hockey,Hockey,hockey,1984&1988
Gail Annette Marquis,USA,Women,Basketball,Basketball,basketball,1976
Jodie Bowering,AUS,Women,Softball,Softball,softball,2008
Valeriy Goryushev,RUS,Men,Volleyball,Volleyball,volleyball,2000
Chamique Holdsclaw,USA,Women,Basketball,Basketball,basketball,2000
Jack Pierce,USA,Men,Athletics,Athletics,110m hurdles,1992
Serguei Moureiko,MDA,Men,Wrestling,Wrestling Gre-R,100 - 130kg (super heavyweight),1996
Kate Hooper,AUS,Women,Aquatics,Water polo,water polo,2000
Cheong-Shim Kim,KOR,Women,Handball,Handball,handball,1996
Anastassios Gavrilis,GRE,Men,Sailing,Sailing,fleet/match race keelboat open (Soling),1980
Nadezhda Sevostyanova,URS,Women,Rowing,Rowing,four-oared shell with coxswain (4-),1976
Csaba Koves,HUN,Men,Fencing,Fencing,sabre team,1992&1996
Teake Taekema,NED,Men,Hockey,Hockey,hockey,2004
Rebecca Sattin,AUS,Women,Rowing,Rowing,quadruple sculls without coxswain (4x),2004
Alberto Blanco fernandez,CUB,Men,Weightlifting,Weightlifting,90 - 100kg total (first-heavyweight),1980
Christine Magnuson,USA,Women,Aquatics,Swimming,100m butterfly&4x100m medley relay,2008
Arnaud Di pasquale,FRA,Men,Tennis,Tennis,singles,2000
Ester Workel,NED,Women,Rowing,Rowing,eight with coxswain (8+),2004&2008
Andreas Bronst,GDR,Men,Gymnastics,Artistic G.,team competition,1980
Claudio F. Zulianello,ARG,Men,Volleyball,Volleyball,volleyball,1988
Philippe Bonin,FRA,Men,Fencing,Fencing,foil team,1980
Ariel Hernandez,CUB,Men,Boxing,Boxing,71-75kg,1996
Maartje Goderie,NED,Women,Hockey,Hockey,hockey,2008
Brigitte Guibal,FRA,Women,Canoe,Canoe,K-1 (kayak single),2000
Kyong-Hun Kim,KOR,Men,Taekwondo,Taekwondo,+ 80 kg,2000
Soon-Ok Jung,KOR,Women,Volleyball,Volleyball,volleyball,1976
Aleksandr Saprykin,URS,Men,Volleyball,Volleyball,volleyball,1972
Mark Kleinschmidt,GER,Men,Rowing,Rowing,eight with coxswain (8+),1996
Nicolas Massu,CHI,Men,Tennis,Tennis,doubles&singles,2004
Gennadi Komnatov,URS,Men,Cycling,Cycling Road,team time trial,1972
Julienne Brazinski Simpson,USA,Women,Basketball,Basketball,basketball,1976
Anatoli Bykov,URS,Men,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),1976&1980
Kirsten Emmelmann,GDR,Women,Athletics,Athletics,4x400m relay,1988
Evguenia Botchkareva,RUS,Women,Gymnastics,Rhythmic G.,group competition,1996
Hans Lutz,FRG,Men,Cycling,Cycling Track,Individual Pursuit&Team Pursuit (4000m),1972&1976
Jiewen Zhang,CHN,Women,Badminton,Badminton,doubles,2004
Pietro Mennea,ITA,Men,Athletics,Athletics,200m&4x400m relay,1972&1980
Ivan Garcia,CUB,Men,Athletics,Athletics,4x100m relay,2000
Yuzo Nakamura,JPN,Men,Volleyball,Volleyball,volleyball,1972
Oleg Kiryukhin,UKR,Men,Boxing,Boxing,- 48kg (light-flyweight),1996
Guennadi Prigoda,URS,Men,Aquatics,Swimming,4x100m freestyle relay&4x100m medley relay&50m freestyle,1988&1992
Thies Kaspareit,FRG,Men,Equestrian,Eventing,team,1988
Benedykt Kocot,POL,Men,Cycling,Cycling Track,2000m tandem,1972
Anna Bessonova,UKR,Women,Gymnastics,Rhythmic G.,individual all-round,2004&2008
Eun-Young Nam,KOR,Women,Handball,Handball,handball,1992
Alan Budi kusuma,INA,Men,Badminton,Badminton,singles,1992
Olena Ronzhina,UKR,Women,Rowing,Rowing,quadruple sculls without coxswain (4x),1996
Helmut Rethemeier,FRG,Men,Equestrian,Eventing,team,1976
Yaju Liu,CHN,Women,Softball,Softball,softball,1996
Diego Romero,ITA,Men,Sailing,Sailing,Laser - One Person Dinghy,2008
Seungjun Song,KOR,Men,Baseball,Baseball,baseball,2008
Cornel Durau,ROU,Men,Handball,Handball,handball,1980&1984
Jsrg Schmall,FRG,Men,Sailing,Sailing,Tornado - Multihull,1976
Anastassia Kolesnikova,RUS,Women,Gymnastics,Artistic G.,team competition,2000
Leslie Michele Burr-howard,USA,Women,Equestrian,Jumping,team,1984&1996
Katalin Tuschak,HUN,Women,Fencing,Fencing,foil team,1988
Frederick Daniel Tyler,USA,Men,Aquatics,Swimming,4x200m freestyle relay,1972
Angelika Noack,GDR,Women,Rowing,Rowing,pair without coxswain (2-)&four-oared shell with coxswain (4-),1976&1980
Mei-Su Li,CHN,Women,Athletics,Athletics,shot put,1988
Judith Niehaus,FRG,Women,Cycling,Cycling Road,individual road race,1988
Ljubomir Vranjes,SWE,Men,Handball,Handball,handball,2000
Hartmut Schade,GDR,Men,Football,Football,football,1976
Mardy Fish,USA,Men,Tennis,Tennis,singles,2004
Bakhtiyar Akhmedov,RUS,Men,Wrestling,Wrestling Free.,96 - 120kg,2008
Ken Frost,DEN,Men,Cycling,Cycling Track,Team Pursuit (4000m),1992
Gaidarbek Gaidarbekov,RUS,Men,Boxing,Boxing,71-75kg,2000
Gabriela Potorac,ROU,Women,Gymnastics,Artistic G.,balance beam&team competition&vault,1988
Christopher John Fydler,AUS,Men,Aquatics,Swimming,4x100m freestyle relay,2000
Alexandr Dokturishivili,UZB,Men,Wrestling,Wrestling Gre-R,66 - 74kg,2004
Natalia Paderina,RUS,Women,Shooting,Shooting,10m air pistol (40 shots),2008
Katrina Powell,AUS,Women,Hockey,Hockey,hockey,1996&2000
Rada Savic,YUG,Women,Handball,Handball,handball,1980
Joseph Keter,KEN,Men,Athletics,Athletics,3000m steeplechase,1996
David Luther Roberts,USA,Men,Athletics,Athletics,pole vault,1976
Igor Lapshin,URS,Men,Athletics,Athletics,triple jump,1988
Radoslaw Zawrotniak,POL,Men,Fencing,Fencing,Zpze team,2008
Susan Demattei,USA,Women,Cycling,Mountain Bike,cross-country,1996
Un Chol Kim,PRK,Men,Boxing,Boxing,- 48kg (light-flyweight),2000
Elisabeta Lazar,ROU,Women,Rowing,Rowing,quadruple sculls with coxswain (4x),1976
Vladimir Habr,TCH,Men,Handball,Handball,handball,1972
Young-Ki Oh,KOR,Men,Handball,Handball,handball,1988
Mariana Limbau,ROU,Women,Canoe,Canoe,K-4 500m (kayak four),2000
Christian Keller,GER,Men,Aquatics,Swimming,4x200m freestyle relay,1996
Besik Kudukhov,RUS,Men,Wrestling,Wrestling Free.,- 55kg,2008
Felix Savon,CUB,Men,Boxing,Boxing,81 - 91kg (heavyweight),1992&1996&2000
Vougar Orudzhov,EUN,Men,Wrestling,Wrestling Free.,- 48kg (light-flyweight),1992
Donald John Cowie,NZL,Men,Sailing,Sailing,two-person keelboat open (Star),1992
Oleg Grebnev,EUN,Men,Handball,Handball,handball,1992
Laryssa Biesenthal,CAN,Women,Rowing,Rowing,quadruple sculls without coxswain (4x)&eight with coxswain (8+),1996&2000
Marc Schneider,USA,Men,Rowing,Rowing,lightweight coxless four (4-),1996
Tamas Molnar,HUN,Men,Aquatics,Water polo,water polo,2000&2004&2008
Alberto Luque,ESP,Men,Football,Football,football,2000
Shuang Li,CHN,Women,Hockey,Hockey,hockey,2008
Virgilijus Alekna,LTU,Men,Athletics,Athletics,discus throw,2000&2004&2008
Traian Ioachim Ciharean,ROU,Men,Weightlifting,Weightlifting,- 52kg total (flyweight),1992
Daniel Jorge Castellani,ARG,Men,Volleyball,Volleyball,volleyball,1988
Zhongyun Li,CHN,Women,Judo,Judo,48 - 52kg (half-lightweight),1992
Aniko Nagy,HUN,Women,Handball,Handball,handball,1996&2000
Kim Black,USA,Women,Aquatics,Swimming,4x200m freestyle relay,2000
Aleksandr Rogov,URS,Men,Canoe,Canoe,C-1 500m (canoe single),1976
Dillianne Van den boogaard,NED,Women,Hockey,Hockey,hockey,1996&2000
Tamas Farago,HUN,Men,Aquatics,Water polo,water polo,1972&1976&1980
Joseph Hudepohl,USA,Men,Aquatics,Swimming,4x100m freestyle relay&4x200m freestyle relay,1992&1996
Ioana Tudoran,ROU,Women,Rowing,Rowing,quadruple sculls with coxswain (4x),1976
Francis Hegerty,AUS,Men,Rowing,Rowing,four without coxswain (4-),2008
Davis Kamoga,UGA,Men,Athletics,Athletics,400m,1996
Halil Mutlu,TUR,Men,Weightlifting,Weightlifting,- 54kg total (flyweight)&56kg&- 56kg total (bantamweight),1996&2000&2004
David Michael Green,AUS,Men,Equestrian,Eventing,team,1992
David Price,GBR,Men,Boxing,Boxing,+ 91kg (super heavyweight),2008
Gloria Siebert,GDR,Women,Athletics,Athletics,100m hurdles,1988
Eva Erdos,HUN,Women,Handball,Handball,handball,1996
Angelo Parisi,GBR,Men,Judo,Judo,open category&+ 95kg (heavyweight),1972&1980&1984
Suzanne Mcconnell,USA,Women,Basketball,Basketball,basketball,1988&1992
Serguei Pogorelov,RUS,Men,Handball,Handball,handball,2000&2004
Yingwen Zhu,CHN,Women,Aquatics,Swimming,4x200m freestyle relay,2004
Stefka Madina,BUL,Women,Rowing,Rowing,double sculls (2x),1988
Gina Elena Gogean,ROU,Women,Gymnastics,Artistic G.,team competition&balance beam&individual all-round&vault,1992&1996
Tim Henman,GBR,Men,Tennis,Tennis,doubles,1996
Andrea Pirlo,ITA,Men,Football,Football,football,2004
Yulia Raskina,BLR,Women,Gymnastics,Rhythmic G.,individual all-round,2000
Mourat Kardanov,RUS,Men,Wrestling,Wrestling Gre-R,69 - 76kg,2000
Michael Lee Bruner,USA,Men,Aquatics,Swimming,200m butterfly&4x200m freestyle relay,1976
Marina Yurchenya,URS,Women,Aquatics,Swimming,200m breaststroke,1976
Noriko Yamaji,JPN,Women,Softball,Softball,softball,2000&2004
Vladimir Salnikov,URS,Men,Aquatics,Swimming,1500m freestyle&400m freestyle&4x200m freestyle relay,1980&1988
Misty May-treanor,USA,Women,Volleyball,Beach volley.,beach volleyball,2004&2008
Ping Peng,CHN,Women,Basketball,Basketball,basketball,1992
Zoran Gopcevic,YUG,Men,Aquatics,Water polo,water polo,1980
Christina Seufert,USA,Women,Aquatics,Diving,3m springboard,1984
Nicole Dawn Stevenson,AUS,Women,Aquatics,Swimming,200m backstroke&4x100m medley relay&4x200m freestyle relay,1992&1996
Ana Flavia Sanglard,BRA,Women,Volleyball,Volleyball,volleyball,1996
Detlev Grabs,GDR,Men,Aquatics,Swimming,4x200m freestyle relay,1980
Jozsef Kovacs,HUN,Men,Football,Football,football,1972
Stephen Clarke,CAN,Men,Aquatics,Swimming,4x100m medley relay,1992
Shan Zhang,CHN,Women,Shooting,Shooting,skeet (125 targets),1992
Chris Kappler,USA,Men,Equestrian,Jumping,individual&team,2004
Gyszs Kulcsar,HUN,Men,Fencing,Fencing,Zpze individual&Zpze team,1972&1976
Liam Parsons,CAN,Men,Rowing,Rowing,lightweight coxless four (4-),2008
Saulius Stombergas,LTU,Men,Basketball,Basketball,basketball,1996&2000
Vladimir Kiselev,URS,Men,Athletics,Athletics,shot put,1980
Marcel Hacker,GER,Men,Rowing,Rowing,single sculls (1x),2000
Bettina Overesch-boeker,FRG,Women,Equestrian,Eventing,team,1984
Thomas Hall,CAN,Men,Canoe,Canoe,C-1 1000m (canoe single),2008
Brenda Susan Taylor,CAN,Women,Rowing,Rowing,coxless four (4-)&eight with coxswain (8+),1992
Beata Siti,HUN,Women,Handball,Handball,handball,1996&2000
Nadezhda Zakharova,URS,Women,Basketball,Basketball,basketball,1976
Pascal Touron,FRA,Men,Rowing,Rowing,lightweight double sculls (2x),2000&2004
Tae-Hyon Chong,KOR,Men,Baseball,Baseball,baseball,2000
Lindsey Berg,USA,Women,Volleyball,Volleyball,volleyball,2008
Lionel Plumenail,FRA,Men,Fencing,Fencing,foil individual&foil team,1996&2000
Pascal Barre,FRA,Men,Athletics,Athletics,4x100m relay,1980
Juan Carlos Perez rondon,CUB,Men,Baseball,Baseball,baseball,1992
Laure Manaudou,FRA,Women,Aquatics,Swimming,100m backstroke&400m freestyle&800m freestyle,2004
Elizabeth Armstrong,USA,Women,Aquatics,Water polo,water polo,2008
Irena Szydlowska,POL,Women,Archery,Archery,individual FITA round,1972
Alessandro Calcaterra,ITA,Men,Aquatics,Water polo,water polo,1996
Anthuan Maybank,USA,Men,Athletics,Athletics,4x400m relay,1996
Dorel Simion,ROU,Men,Boxing,Boxing,63.5 - 67kg (welterweight),2000
Thomas Ward Darling,USA,Men,Rowing,Rowing,eight with coxswain (8+),1984
Stanley Joseph Dziedzic,USA,Men,Wrestling,Wrestling Free.,68 - 74kg (welterweight),1976
Christine Collins,USA,Women,Rowing,Rowing,lightweight double sculls (2x),2000
Krastio Semerdjiev,BUL,Men,Weightlifting,Weightlifting,91 - 110kg total (heavyweight),1976
Alberto Juantorena,CUB,Men,Athletics,Athletics,400m&800m,1976
Andrea Kurth,GDR,Women,Rowing,Rowing,four-oared shell with coxswain (4-),1976
Philippe Debureau,FRA,Men,Handball,Handball,handball,1992
Chris Ahrens,USA,Men,Rowing,Rowing,eight with coxswain (8+),2004
Gintautas Umaras,URS,Men,Cycling,Cycling Track,Individual Pursuit&Team Pursuit (4000m),1988
Joe Greene,USA,Men,Athletics,Athletics,long jump,1992&1996
Singh Gurmail,IND,Men,Hockey,Hockey,hockey,1980
Feng Wang,CHN,Men,Aquatics,Diving,synchronized diving 3m springboard,2008
Sascha Reinelt,GER,Men,Hockey,Hockey,hockey,2004
Fabio Casartelli,ITA,Men,Cycling,Cycling Road,individual road race,1992
Paola Pigni-cacchi,ITA,Women,Athletics,Athletics,1500m,1972
Rong-Hua Li,CHN,Women,Rowing,Rowing,eight with coxswain (8+)&four-oared shell with coxswain (4-),1988
Vladimir Jelcic,CRO,Men,Handball,Handball,handball,1996
Huijue Cai,CHN,Women,Aquatics,Swimming,4x100m medley relay,1996
Peter Ficker,BRA,Men,Sailing,Sailing,flying dutchman,1976
Valter Corneliu Chifu,ROU,Men,Volleyball,Volleyball,volleyball,1980
Elena Nemashkalo,URS,Women,Handball,Handball,handball,1988
Robertas Zhulpa,URS,Men,Aquatics,Swimming,200m breaststroke,1980
Rebecca Gilmore,AUS,Women,Aquatics,Diving,synchronized diving 10m platform,2000
Magdalena Wunderlich,FRG,Women,Canoe,Canoe,K-1 (kayak single),1972
Adrian David Moorhouse,GBR,Men,Aquatics,Swimming,100m breaststroke,1988
Thomas Robert Bohrer,USA,Men,Rowing,Rowing,four without coxswain (4-),1988&1992
Valentin Massana,ESP,Men,Athletics,Athletics,50km walk,1996
Petra Boesler,GDR,Women,Rowing,Rowing,double sculls (2x),1976
Miyako Tanaka,JPN,Women,Aquatics,Synchronized S.,duet,1988
Giovanni Battista Coletti,ITA,Men,Fencing,Fencing,foil team,1976
Sergei Pleshakov,URS,Men,Hockey,Hockey,hockey,1980
Vladimir Pyshnenko,EUN,Men,Aquatics,Swimming,4x100m freestyle relay&4x100m medley relay&4x200m freestyle relay,1992&1996
Santiago Lange,ARG,Men,Sailing,Sailing,Tornado - Multihull,2004&2008
Valeri Chaplygin,URS,Men,Cycling,Cycling Road,team time trial,1976
Anne Nymark andersen,NOR,Women,Football,Football,football,1996
Alexei Nemov,RUS,Men,Gymnastics,Artistic G.,floor exercises&horizontal bar&individual all-round&pommel horse&team competition&vault&parallel bars,1996&2000
Mustapha Sonko,FRA,Men,Basketball,Basketball,basketball,2000
Dugarsuren Ouinbold,MGL,Men,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),1980
Paola Pezzo,ITA,Women,Cycling,Mountain Bike,cross-country,1996&2000
Saskia Bartusiak,GER,Women,Football,Football,football,2008
Malcolm Poole,AUS,Men,Hockey,Hockey,hockey,1976
Lorenzo Carboncini,ITA,Men,Rowing,Rowing,four without coxswain (4-),2000
Allyson Felix,USA,Women,Athletics,Athletics,200m&4x400m relay,2004&2008
Jonder Martinez martinez,CUB,Men,Baseball,Baseball,baseball,2004
Cameron Henning,CAN,Men,Aquatics,Swimming,200m backstroke,1984
Earl Jones,USA,Men,Athletics,Athletics,800m,1984
Marco Bonamico,ITA,Men,Basketball,Basketball,basketball,1980
Roger Ilegems,BEL,Men,Cycling,Cycling Track,Points Race,1984
Yudiao Zhao,CHN,Women,Hockey,Hockey,hockey,2008
Setymkul Dzhumanazarov,URS,Men,Athletics,Athletics,marathon,1980
Emil Valtchev,BUL,Men,Volleyball,Volleyball,volleyball,1980
Daniel Plaza montero,ESP,Men,Athletics,Athletics,20km walk,1992
Robert Lee Berland,USA,Men,Judo,Judo,78 - 86kg (middleweight),1984
Rose Mary Magers,USA,Women,Volleyball,Volleyball,volleyball,1984
Amy Fuller,USA,Women,Rowing,Rowing,coxless four (4-),1992
Steven Garrett Gregg,USA,Men,Aquatics,Swimming,200m butterfly,1976
Frank Paschek,GDR,Men,Athletics,Athletics,long jump,1980
Gennadi Evryuzhikhin,URS,Men,Football,Football,football,1972
Vitezslav Macha,TCH,Men,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),1972&1976
Anke Von seck,GER,Women,Canoe,Canoe,K-2 500m (kayak double)&K-4 500m (kayak four),1992
Policarp Malihin,ROU,Men,Canoe,Canoe,K-2 500m (kayak double),1976
Marian Dragulescu,ROU,Men,Gymnastics,Artistic G.,floor exercises&team competition&vault,2004
Osmond Ezinwa,NGR,Men,Athletics,Athletics,4x100m relay,1992
Henrik Nilsson,SWE,Men,Canoe,Canoe,K-2 1000m (kayak double),2000&2004
Ilona Nagy,HUN,Women,Handball,Handball,handball,1976
Stefan Ulm,GER,Men,Canoe,Canoe,K-4 1000m (kayak four),2000&2004
Yurisleidy Lupetey,CUB,Women,Judo,Judo,52 - 57kg (lightweight),2004
Gabriele Bussmann,FRG,Women,Athletics,Athletics,4x400m relay,1984
Millon Wolde,ETH,Men,Athletics,Athletics,5000m,2000
Sergei Fesenko,URS,Men,Aquatics,Swimming,200m butterfly&400m individual medley,1980
Stefanie Gottschlich,GER,Women,Football,Football,football,2000
Sebastien Godefroid,BEL,Men,Sailing,Sailing,single-handed dinghy (Finn),1996
Myrna Veenstra,NED,Women,Hockey,Hockey,hockey,2000
Ivailo Marinov Khristov,BUL,Men,Boxing,Boxing,- 48kg (light-flyweight),1988
William Priddy,USA,Men,Volleyball,Volleyball,volleyball,2008
Yuri Sapega,URS,Men,Volleyball,Volleyball,volleyball,1988
Oleksiy Krykun,UKR,Men,Athletics,Athletics,hammer throw,1996
TOPKI,URS,Men,Equestrian,Jumping,team,1980
Jennifer Kirsten Barnes,CAN,Women,Rowing,Rowing,coxless four (4-)&eight with coxswain (8+),1992
Alexei Alipov,RUS,Men,Shooting,Shooting,trap (125 targets),2004
Svetoslav Ivanov,BUL,Men,Equestrian,Dressage,team,1980
Jochen Bachfeld,GDR,Men,Boxing,Boxing,63.5 - 67kg (welterweight),1976
Irina Minkh,URS,Women,Basketball,Basketball,basketball,1988&1992
Amanda Weir,USA,Women,Aquatics,Swimming,4x100m freestyle relay&4x100m medley relay,2004
Ayumi Karino,JPN,Women,Softball,Softball,softball,2008
Viktor Kolotov,URS,Men,Football,Football,football,1972&1976
Maria Olaru,ROU,Women,Gymnastics,Artistic G.,individual all-round&team competition,2000
Richarda Schmeisser,GDR,Women,Gymnastics,Artistic G.,team competition,1972
Alain Bondue,FRA,Men,Cycling,Cycling Track,Individual Pursuit,1980
Makharbek Khadartsev,URS,Men,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),1988&1992&1996
Daniel Fauche,FRA,Men,Rowing,Rowing,four without coxswain (4-),1996
Michel Robert,FRA,Men,Equestrian,Jumping,team,1988&1992
Tibor Benedek,HUN,Men,Aquatics,Water polo,water polo,2000&2004&2008
Dennis Van der geest,NED,Men,Judo,Judo,+ 100kg (heavyweight),2004
Takeo Kamachi,JPN,Men,Shooting,Shooting,25m rapid fire pistol (60 shots),1984
Drazen Petrovic,YUG,Men,Basketball,Basketball,basketball,1984&1988&1992
Tomislav Paskvalin,YUG,Men,Aquatics,Water polo,water polo,1984&1988
Sergei Karamchakov,URS,Men,Wrestling,Wrestling Free.,- 48kg (light-flyweight),1988
Penelope Heyns,RSA,Women,Aquatics,Swimming,100m breaststroke&200m breaststroke,1996&2000
Hwa-Soon Kim,KOR,Women,Basketball,Basketball,basketball,1984
Karsten Schmeling,GDR,Men,Rowing,Rowing,four-oared shell with coxswain (4-),1988
Carlos Francisco Delfino,ARG,Men,Basketball,Basketball,basketball,2004&2008
Jens Dyrloev Eriksen,DEN,Men,Badminton,Badminton,doubles,2004
Mario Ancic,CRO,Men,Tennis,Tennis,doubles,2004
Sun-Dong Lim,KOR,Men,Baseball,Baseball,baseball,2000
Esko Rechardt,FIN,Men,Sailing,Sailing,single-handed dinghy (Finn),1980
Joe Glanfield,GBR,Men,Sailing,Sailing,470 - Two Person Dinghy,2004&2008
Zhaksylyk Ushkempirov,URS,Men,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),1980
Huseyin Ozkan,TUR,Men,Judo,Judo,60 - 66kg (half-lightweight),2000
Vichai Khadpo,THA,Men,Boxing,Boxing,51 - 54kg (bantamweight),1996
Brimin Kiprop Kipruto,KEN,Men,Athletics,Athletics,3000m steeplechase,2004&2008
Cath Bishop,GBR,Women,Rowing,Rowing,pair without coxswain (2-),2004
Maxi Gnauck,GDR,Women,Gymnastics,Artistic G.,floor exercises&individual all-round&team competition&uneven bars,1980
Clara Hughes,CAN,Women,Cycling,Cycling Road,individual road race&individual time trial,1996
Megan Quann,USA,Women,Aquatics,Swimming,100m breaststroke&4x100m medley relay,2000
Alison Mowbray,GBR,Women,Rowing,Rowing,quadruple sculls without coxswain (4x),2004
Else-Marthe Soerlie,NOR,Women,Handball,Handball,handball,2000
Vladimir Shmudsky,URS,Men,Aquatics,Water polo,water polo,1972
Ruth Modupe Lawanson,USA,Women,Volleyball,Volleyball,volleyball,1992
Feng-Ying Li,TPE,Women,Weightlifting,Weightlifting,53kg,2000
Shirley Farber Babashoff,USA,Women,Aquatics,Swimming,100m freestyle&200m freestyle&4x100m freestyle relay&400m freestyle&4x100m medley relay&800m freestyle,1972&1976
